Name,Link,Ingredients,Recipe Text
Суп из красной чечевицы со специями и кинзой,/recepty/supy/sup-iz-krasnoj-chechevici-so-specijami-i-kinzoj-21204,"['Красная чечевица', 'Вода', 'Топленое масло', 'Кумин (зира)', 'Черные семена горчицы', 'Асафетида', 'Чеснок', 'Куркума', 'Листья карри', 'Масала', 'Соль', 'Кинза']","1. Промойте чечевицу дважды и замочите на ночь.
2. Утром слейте воду. Поместите чечевицу в кастрюлю, залейте 4 стаканами воды, доведите до кипения и варите, не закрывая, на среднем огне 30 минут. Время от времени помешивайте, чтобы избежать прилипания ко дну. Долейте стакан воды и варите еще 15 –20 минут или до тех пор, пока чечевица не станет мягкой. Затем отставьте в сторону.
3. Приготовьте масалу (смесь специй): возьмите 1 чайную ложку гвоздики, 1 чайную ложку кардамона, 1 чайную ложку черного перца, 5 лавровых листьев, 1 чайную ложку корицы, 5 чайных ложек кайенского перца (количество можно менять по вкусу). Поджарьте каждую специю отдельно, затем тщательно смелите и смешайте все ингредиенты. Храните в закрытом виде.
4. В подогретое в ковшике или на маленькой сковороде топленое сливочное или растительное масло добавьте семена горчицы, кумина и асафетиды. Когда семена начнут потрескивать, добавьте, помешивая, чеснок и обжарьте его до слабо-коричневого цвета. Теперь добавьте покрошенные листья карри, нарубленную кинзу, куркуму и масалу. Быстро перемешайте.
5. Затем вмешайте эту смесь в суп. Посолите и долейте оставшуюся воду или столько воды, сколько нужно для желаемой густоты супа. Варите после закипания 2 минуты и подавайте с рисом и чапати или хлебом."
Ленивые голубцы в мультиварке,/recepty/osnovnye-blyuda/lenivie-golubci-v-multivarke-42606,"['Рис', 'Свиной фарш', 'Белокочанная капуста', 'Лук', 'Морковь', 'Растительное масло', 'Томатная паста', 'Соль', 'Молотый черный перец', 'Приправы', 'Зелень']","1. Капусту нашинковать. Нарезать лук, потереть морковь.
2. Включить мультиварку в режиме «Выпечка», положить фарш и готовить около 15 минут.
3. В это же время на сковороде обжарить лук на растительном масле, добавить морковку и капусту. Обжаривать около 15 минут.
4. Фарш в мультиварке разбить деревянной лопаточкой. Переложить овощи в мультиварку. Перемешать с фаршем.
5. Добавить1 стакан риса (мерный стаканчик для мультиварки), добавить соль, перец, приправу и томатную пасту. Все перемешать, добавить воды, примерно 1,5 стакана.
6. Включить мультиварку в режим «Плов». Готовить около 40 минут."
Гречневая каша с грибами и луком,/recepty/osnovnye-blyuda/grechnevaja-kasha-s-gribami-lukom-15087,"['Гречневая крупа', 'Сушеные грибы', 'Репчатый лук', 'Соль', 'Сливочное масло']","1. Сухие грибы промыть, сложить в кастрюлю, залить 3 стаканами холодной воды и оставить в воде на 1–1,5 часа. Когда грибы набухнут, вынуть их из воды, мелко нарезать, положить обратно в ту же воду, посолить и поставить варить.
2. В закипевшую воду с грибами всыпать поджаренную крупу и размешать. Когда каша загустеет, поставить ее для упревания на 1–1,5 часа.
3. Лук мелко нарезать и поджарить на сковороде с маслом. Поджаренный лук смешать с кашей."
Овощи по-тайски с вермишелью,/recepty/osnovnye-blyuda/ovoschi-po-tajski-s-vermishelju-18055,"['Чеснок', 'Свежая кинза (кориандр)', 'Свежая мята', 'Лимонная трава', 'Молотый перец чили', 'Кокосовые сливки', 'Растительное масло', 'Морковь', 'Свежий красный перец', 'Капуста брокколи', 'Свежие грибы', 'Яичная вермишель', 'Зеленый лук']","1. В блендер положите мелко нарезанный чеснок, нарезанный стебель лимонной травы, кориандр, мяту, чили, залейте маслом и взбейте до однородного состояния. Переложите в разогретую кастрюлю и подержите на огне 1–2 минуты.
2. Залейте кокосовыми сливками и доведите до кипения. Добавьте нарезанную морковь, нарезанный соломкой перец, брокколи и нарезанные грибы. Варите, помешивая, 4–5 минут, чтобы все овощи стали мягкими.
3. Добавьте вермишель и мелко нарезанный зеленый лук, хорошо перемешайте, поварите еще 1–2 минуты. Выложите в сервировочные тарелки и подавайте."
Рисовая лапша со свининой и карри,/recepty/osnovnye-blyuda/risovaja-lapsha-so-svininoj-karri-19582,"['Рисовая лапша', 'Свиное филе', 'Растительное масло', 'Чеснок', 'Репчатый лук', 'Карри', 'Желтый сладкий перец', 'Рыбный соус', 'Кинза', 'Листья базилика']","1. Тонкую сушеную рисовую лапшу залить кипятком и выдержать в воде примерно 7 минут, пока она не станет мягкой. Слить воду и переложить лапшу в большую миску. Полстакана воды, в которой замачивалась лапша, оставить в резерве для фарша.
2. Разогреть в большой сковороде 1 столовую ложку масла, бросить в него мелко нарезанный чеснок и пассеровать 1 минуту. Добавить свиное филе, нарезанное небольшими кусками, и готовить 3-4 минуты, постоянно помешивать.
3. Переложить обжаренную свинину из сковороды в миску. Добавить в сковороду оставшееся масло и пассеровать в нем на среднем огне примерно 3 минуты мелко порубленный лук и нарезанный полосками перец.
4. Когда овощи станут мягкими, вернуть свинину в сковороду и посыпать карри. Продолжая помешивать, готовить мясо еще 1 минуту.
5. Влить четверть стакана воды, оставшейся от лапши, в сковороду с мясом, перемешать и переложить мясо в миску с лапшой. Добавить рыбный соус, еще немного воды от лапши и рубленную кинзу с базиликом."
Пшенная каша с тыквой,/recepty/zavtraki/pshennaja-kasha-s-tikvoj-46919,"['Тыква', 'Пшено', 'Молоко', 'Сахар', 'Соль', 'Корица']","1. Тыкву чистим от кожуры и нарезаем небольшими кубиками — не более 1–2 см. Кладем в кастрюлю, заливаем водой — не сильно, чтобы тыква была немного закрыта водой. И варим на среднем огне в течение пяти минут.
2. Затем добавляем пшено и продолжаем варить, периодически помешивая, пока вся вода не впитается в крупу. Тыква к этому времени уже станет мягкой, и кубики можно ложкой измельчить прямо в кастрюле (по крайней мере мне больше нравится более однородная консистенция каши).
3. Выливаем в нашу будущую кашу стакан молока, уменьшаем огонь до самого слабого и продолжаем варить, не переставая помешивать — иначе молоко рискует легко пригореть. Когда молоко наполовину исчезнет, добавляем оставшуюся часть, вместе с этим добавляем сахар (в моем случае, кстати, это был порошок стевии) и соль и продолжаем варить, все время помешивая. На это уйдет еще минут 15–20, но стоит запастить терпением — чем дольше и медленнее варим кашу, тем вкуснее она в итоге получится.
4. Последние несколько минут можно довести в духовке, так каша будет только вкуснее!
5. Не переживайте, если каша поначалу покажется слишком жидкой. Ей нужно дать настояться — для этого накрываем кастрюлю крышкой и заворачиваем в полотенце, а лучше в несколько. 20–30 минут каша должна постоять, от этого ее вкус улучшится в сто раз. И только теперь можно подавать кашу на стол, предварительно посыпав молотой корицей (если любите ее, конечно, так, как люблю ее я!)"
Фисташковый крем англез,/recepty/vypechka-deserty/fistashkovij-krem-anglez-19962,"['Фисташки', 'Сливки 35%-ные', 'Сахар', 'Яичный желток']","1. Фисташки очистить и сильно измельчит в кухонном комбайне.
2. Смешать молотые фисташки со сливками и сахаром и варить на умеренном огне в небольшой кастрюле с толстым дном, постоянно помешивая. Когда сахар полностью растворится, снять кастрюлю с огня и оставить на 10 минут охлаждаться.
3. В теплую смесь сливок с фисташками добавить поочередно 3 желтка, постоянно взбивая венчиком. Затем поставить на небольшой огонь и, непрерывно помешивая деревянной ложкой, варить, пока температура соуса не поднимется до 75–80 градусов.
4. Готовый крем процедить через мелкое сито, разлить в креманки и, накрыв пергаментной бумагой, поставить в холодильник на полтора часа."
Борщ домашний украинский на свиных ребрах,/recepty/supy/borshh-domashnij-ukrainskij-na-svinih-rebrah-42687,"['Картофель', 'Лук', 'Морковь', 'Свекла', 'Белокочанная капуста', 'Сало', 'Чеснок', 'Свиные ребра', 'Красный сладкий перец', 'Помидоры', 'Томатная паста', 'Зелень', 'Подсолнечное масло', 'Соль', 'Молотый черный перец']","1. За час до основного процесса готовки ставим воду в кастрюле наполненную на 2/3 на огонь, кладем туда во-первых, мясо (мясо советую сразу нарезать на порции), во-вторых, небольшую чищенную луковицу, в третьих, небольшую чищенную морковь. Солим — чайная ложка соли на 4 литра воды, лучше не досолить, чем пересолить! Пока мы будем делать зажарку, мясо начнет кипеть и вариться, крышкой накрываем так, чтобы была маленькая щель, для предотвращения выкипания.
2. Я для упрощения процесса готовки, после того, как мясо на огне и ждет своего часа, готовлю все остальные запчасти от борща к приготовлению. Чищу: 2 крупные луковицы, 2 крупные морковки, 1 буряк, 2 картошки (я лично не фанат картошки в борще, кто любит — может почистить больше, но после чистки обязательно положите ее в холодную воду, иначе она почернеет), 1 сладкий перчик и 1 головку чеснока (для чистки чеснока по быстрому — срежьте у основания головки хвост так, чтобы все зубчики были со срезанными попками, положите в судок или кастрюлю с плотной крышкой и хорошо потрясите — за 20–30 секунд личного землетрясения чеснока он как правило раздевается).
3. Ставим сковородку на огонь, делаем 7 из 9 возможных делений (идею вы поняли), пока она греется, режем сало, на тонкие продолговатые куски, толщиной 2–2,5 мм, длина не важна; когда сало нарезано, наливаем чуток масла на сковородку, пока масло греется, мелко режем чеснок (не в кашу, но мельче, чем зубок — это точно). Масло нагрелось, чтобы вас не расстреляло из сковороды, снимите ее с огня, и через 15 секунд выкладываем туда сало, все сало что вы нарезали, в рот не надо! Возвращаем ее на огонь, вытапливаем жир из сала.
4. Пока сало топится (не забываем помешивать его), режем лук, я люблю лук, поэтому я режу его четвертькольцами, делениями по 1 мм в толщину, можно нарезать квадратиками, кто как любит. Когда вы закончите обливаться слезами от лука, сало уже должно превратиться в шкварки, маленькие сморщенные золотистого цвета сухарики. Вынимаем их из сковороды так, чтобы по максимуму топленного жира осталось в ней. Откладываем их про запас.
5. Уменьшаем огонь до 6 из 9, и выкладываем туда чеснок. Он быстро схватывается и начинает золотиться, не забываем помешивать в течение волшебных 30–40 секунд, пока он не будет готов. Теперь мигом к нему выкладываем нарезанный ранее лук и перемешиваем.
6. Я натираю морковь и натираю буряк, кто-то говорит, что при натирании на терке теряется много сока, и это плохо, я не сильно парюсь и тру, по опыту скажу, что это не сильно влияет, но что-то, кроме размера кусков овощей. И так, натерли/нарезали морковь и буряк (все это время не забываем помешивать лук в сковороде).
7. Когда лук пройдет стадию прозрачного и будет начинать покрываться золотом, кладем к луку морковь и перемешиваем. Мясо у нас уже должно кипеть, снимаем пенку с воды в кастрюле. Режем картофель на мелкие/крупные/исполинские куски, на ваш выбор (чем больше куски, тем больше надо времени на варку картофеля, я предпочитаю золотую середину), и кладем картофель в кастрюлю с мясом.
8. Лук и морковка жарятся уже 3–5 минут, вы их не забываете перемешивать и морковь начинает размягчаться, теперь туда же кладете буряк. Перемешиваем и солим щепоткой соли и перца по вкусу. Включите чайник — нам нужен будет кипяток, пусть пока греется.
9. Режем тонкими продолговатыми ломтиками красный перец и через 5–7 минут жарки буряко-луково-морковной смеси добавлям его к ним, перемешиваем (если масла/жира не хватает, долейте чуток, чтобы не дать пригореть).
10. Помидоры чистим от кожуры, сделав разрезы с обоих стороны в форме креста, не глубоко, но достаточно, чтобы зацепить внутренности помидора, то есть 1,5–2 мм. Заливаем их кипятком и отставляем в сторону на 3–4 минуты. В блендер выкладывам томатную пасту (можно кетчуп, можно даже разный, кто что любит, я обязательно добавляю чесночный кетчуп, вместо половины томатной пасты). Туда же — нарезанную зелень (укроп и петрушку). Достаем помидоры из кипятка и снимаем с них шкуру, если не вышло снять всю — не страшно, кладим их к остальному в блендер (не забываем помешивать зажарку).
11. Включаем блендер, все должно перемолоться до однородной каши. Пока процесс идет, аккуратно достаем из бульона цельную луковицу и морковку, они нам там не нужны, можете их выкинуть. Когда волшебная томатная каша готова, заливаем ей зажарку (если она вышла густой, добавьте бульона из кастрюли и перемешайте), накройте крышкой и пусть тушится 8–10 минут. При этом не забывайте перемешивать, иначе прилипнет к сковороде.
12. Важное, пока зажарка тушится, режем капусту. Тут тоже — кто как любит, я люблю мелко нарезанную, чтобы не было бревен, плавающих в борще, но о вкусах не спорят. Нарезав капусту, отставьте ее в сторону, пусть ждет своей очереди.
13. Проверьте картофель в бульоне, если он при накалывании на вилку легко разламывается на части — он готов, если вы пытаетесь его проколоть вилкой, а он отбивается — значит, он сырой, а если серьезно, то, как правило, к этому моменту он уже полуготов, что нам и надо. Выключаем зажарку и аккуратно перекладываем ее в кастрюлю, всю, с жидкостью, до конца. Сверху выкладываем нарезанную заранее капусту, перемешиваем и ставим на 4 из 9, накрываем крышкой. Варим борщ еще 15–20 минут.
14. Выключаем, снимаем с огня и даем настояться около часа. Подаем с сметаной, салом, пампушками и, кто любит, со шкварками."
Суп из нута с брокколи,/recepty/supy/sup-iz-nuta-s-brokkoli-49415,"['Нут', 'Картофель', 'Морковь', 'Сладкий перец', 'Капуста брокколи', 'Вода', 'Куркума', 'Тмин', 'Чеснок', 'Лавровый лист', 'Растительное масло', 'Укроп', 'Петрушка']","1. Нут помыть и замочить на 12 часов. Затем промыть его, залить 1 литром воды и варить до мягкости (примерно 1 час).
2. Овощи почистить и помыть. Картофель нарезать кубиками, брокколи — кусочками. Когда горох станет мягким, долить воды, а после закипания  добавить подготовленные овощи.
3. Морковь и перец порезать небольшими кубиками. Разогреть сковороду с небольшим количеством масла, бросить тмин, а через несколько секунд — куркуму. Добавить морковь, болгарский перец и выдавленный чеснок. Пассеровать до мягкости.
4. Когда овощи в кастрюле сварятся, высыпать содержимое сковороды в суп, добавить лавровый лист, соль  и варить еще 5 минут.
5. В конце посыпать нарубленной зеленью и подавать на стол."
Бульон из фазана,/recepty/supy/bulon-iz-fazana-40280,"['Фазан', 'Репчатый лук', 'Морковь', 'Стебель сельдерея', 'Соль', 'Петрушка', 'Лавровый лист', 'Сушеный тимьян', 'Черный перец горошком']","1. Разогреть духовку до 230 гра­дусов. Кухонными ножницами разрезать грудку каждой тушки фазана вдоль кости и разделить на две части.
2. В жаровне разложить тушки, голени, лапки, крылья и кожу одним слоем, запекать в середине духовки, переворачивая один-два раза, в течение тридцати минут. Добавить крупно нарезанные овощи и обжаривать до тех пор, пока мясо на кости и овощи не подрумянятся, от тридцати до сорока минут.
3. Шумовкой переложить смесь в кастрюлю для бульона и слить весь жир из жаровни. Добавить два стакана воды в жаровню и дегласировать ее на сильном огне, счищая коричневый налет. Перелить полученную в результате дегласирования жидкость в кастрюлю и добавить 2,5 литра воды, приправить, довести смесь до кипения. Варить полтора часа, снимая пену и жир."
Белый рис с чесноком,/recepty/osnovnye-blyuda/belij-ris-s-chesnokom-15950,"['Длиннозерный рис', 'Оливковое масло', 'Чеснок', 'Куркума']","1. Доведите кастрюлю с несоленой водой до кипения. Добавьте рис, перемешайте деревянной ложечкой и готовьте на большом огне 12-15 минут, пока рис не станет мягким. Вывалите рис в большой дуршлаг и хорошо промойте под холодной водой.
2. Разогрейте масло в большой сковороде, добавьте порубленный чеснок и куркуму, перемешайте и готовьте на медленном огне 5 минут. Потом уберите чеснок и отправьте на сковороду рис: разогрейте и подавайте сразу."
Панна-котта из маскарпоне,/recepty/vypechka-deserty/panna-kotta-iz-maskarpone-26764,"['Желатин', 'Сыр маскарпоне', 'Вода', 'Сливки 40%-ные', 'Сахар']","1. Переложите маскарпоне в миску.
2. В другой миске смешайте воду и желатин, оставьте на 2 минуты.
3. В сотейнике доведите до кипения сливки и сахар, помешивая, пока сахар не растворится. Снимите с огня и добавьте желатин, перемешивая, пока не растворится.
4. Процедите сливочную массу в миску с маскарпоне, перемешивая до однородной массы.
5. Снова пропустите массу через сито и разложите по формочкам. Отправьте в холодильник до застывания примерно на 2 часа или всю ночь."
Рис со шпинатом и фетой по-гречески (Spanakorizo),/recepty/zakuski/ris-so-shpinatom-fetoj-po-grecheski-spanakorizo-25780,"['Оливковое масло', 'Репчатый лук', 'Чеснок', 'Свежие листья шпината', 'Коричневый рис басмати', 'Рубленая петрушка', 'Куриный бульон', 'Измельченный укроп', 'Соль', 'Свежемолотый черный перец', 'Лимон', 'Сыр фета']","1. Разогрейте оливковое масло в глубокой сковороде на среднем огне и обжарьте мелко нарезанный лук до мягкости 5-7 минут. Добавьте измельченный чеснок и обжарьте до появления запаха еще минуту.
2. Добавьте нарезанный шпинат и готовьте некоторое время до мягкости.
3. Добавьте рис, бульон, петрушку, укроп и посолите и поперчите по вкусу. Доведите до кипения, накройте крышкой, уменьшите огонь и варите примерно 50 минут до мягкости риса.
4. Снимите с огня, добавьте немного лимонного сока и посыпьте фетой."
Яичный ролл (тамагояки),/recepty/zavtraki/jaichnij-roll-tamagojaki-28224,"['Соевый соус', 'Куриное яйцо', 'Мед', 'Бульон', 'Рисовый уксус', 'Кукурузный крахмал', 'Коричневый сахар', 'Растительное масло']","1. В маленьком сотейнике смешать половину соевого соуса, мед, половину бульона, рисовый уксус — это будет соус для ролла.
2. Прогреть на маленьком огне до полного растворения меда.
3. Загустить соус кукурузным крахмалом, разведенным в двух столовых ложках воды. Немного поварить. Снять с огня.
4. Тем временем вилкой или венчиком смешать яйца, оставшиеся соевый соус и бульон. По желанию можно добавить немного сахара.
5. Смазать сковороду растительным маслом с помощью специальной кисточки, половинки сырой картошки или бумажной салфетки. Разогреть. Налить на сковородку немного яичной смеси, как будто это тонкий блин.
6. Когда блин схватится, свернуть его в рулет при помощи деревянных палочек. Оставить рулет на сковородке у самой стенки.
7. Сковородку опять смазать маслом. Налить вторую порцию яичной смеси так, чтобы она затекла под рулет.
8. Когда смесь схватится, свернуть в другую сторону с уже готовым рулетом. Продолжать, пока смесь не кончится.
9. Готовый ролл перенести на доску и нарезать поперек острым ножом на ломтики толщиной примерно по 3 см (как это делают с обычными роллами). Полить соусом."
Макароны «Чизбургер»,/recepty/pasta-picca/makaroni-chizburger-52201,"['Фарш', 'Помидоры', 'Макароны', 'Бульон', 'Сливочное масло', 'Пшеничная мука', 'Молоко', 'Соль', 'Твердый сыр', 'Молотый черный перец', 'Приправа «Тако»']","1. Поджарить фарш на сковороде.
2. Добавить приправу «Тако», затем томаты.
3. Добавляем 2 стакана бульона.
4. Когда начнет закипать, добавьте в массу макароны.
5. Накрыть крышкой и варить до их готовности.
6. Пока макароны варятся, начинаем готовить соус. Растапливаем 2 столовых ложки сливочного масла и добавляем 2 столовые ложки муки. Хорошо перемешиваем и поджариваем до золотистого цвета.
7. Добавляем молоко и опять хорошо взбиваем. Доводим соус до кипения.
8. Добавляем стакан тертого сыра и перемешиваем до однородности. Добавляем соль и перец.
9. Вливаем в макароны соус и аккуратно перемешиваем."
Салат из козьего сыра с инжиром,/recepty/salaty/salat-iz-kozego-sira-s-inzhirom-22217,"['Инжир', 'Пармская ветчина', 'Козий сыр', 'Рукола', 'Красный лук', 'Оливковое масло', 'Соль', 'Бальзамический уксус', 'Молотый белый перец', 'Помидоры черри', 'Оливки']","1. Ветчину нарезать ломтиками и слегка обжарить на сухой сковороде.
2. Инжир нарезать дольками.
3. Нарезать лук тонкими кольцами.
4. Перемешать ветчину и инжир с листьями рукколы. Добавьте лук, нарезанные пополам помидоры и оливки и тертый козий сыр.
5. Заправьте салат оливковым маслом, смешанный с бальзамическим уксусом, солью и перцем."
Тальятелле с шампиньонами в сливочном соусе,/recepty/pasta-picca/taljatelle-s-shampinonami-v-slivochnom-souse-29055,"['Свежие шампиньоны', 'Паста тальятелле', 'Репчатый лук', 'Молотый кориандр', 'Базилик', 'Оливковое масло', 'Сливки 25%-ные']","1. Сварить пасту. Этого времени как раз хватит для приготовления соуса.
2. Измельчить в блендере лук, обжарить его в оливковом масле на небольшом огне 5–7 минут.
3. Шампиньоны порезать и добавить на сковородку к луку. Обжаривать все еще 5 минут. Добавить кориандр и базилик или любые специи на свой вкус.
4. Залить сливками (огонь должен быть совсем небольшим) и оставить, пока сливки не начнут загустевать. После этого выключить.
5. Перемешать пасту и соус."
Манная каша а-ля паннакотта,/recepty/vypechka-deserty/mannaja-kasha-a-lja-pannakotta-34387,"['Манная крупа', 'Молоко', 'Ванильный сахар', 'Сахар', 'Соль', 'Варенье']","1. Варим манную кашу, добавляем сахар, ванильный сахар, соль. Все — по вкусу.
2. Заливаем кашу в креманку или чашку, чуть остужаем, накрываем крышкой или пищевой пленкой и оставляем в холодильнике на ночь.
3. Утром, если залили в чашку, то проводим ножом по бортам чашки и, как куличик, достаем на блюдце. Затем можно добавить все, что угодно: варенье, фрукты и т.д. и т.п."
Рагу диетическое с баклажанами и луком,/recepty/osnovnye-blyuda/ragu-dieticheskoe-s-baklazhanami-i-lukom-25049,"['Кабачки', 'Баклажаны', 'Помидоры', 'Соль', 'Репчатый лук', 'Зелень', 'Карри']","1. При необходимости очистить баклажан и кабачок от шкурки (не обязательно, если шкурка тонкая). Порезать кубиками, но не очень мелко, так как они в процессе уварятся. Положить порезанные баклажан и кабачок в разные кастрюли - залить водой, так чтобы вода только покрывала овощи. Посолить. Варить на небольшом огне. Кабачок - 25 минут, Баклажан - 20. (при необходимости доливать воду).
2. Обдать помидоры кипятком. Снять шкурку. Мелко порезать. Мелко порезать лук. Положить помидоры и лук в миску. Добавить пол чайной ложки соли и варить минут 15-20.  Поместить смесь в блендер и хорошенько взбить, чтобы получилась томатная паста.
3. Когда баклажан и кабачок будут готовы, воду слить и оставить овощи минут на 5 &quot;подсохнуть&quot;.
4. Далее залить овощи томатной пастой и поварить еще минут 5. Здесь можно добавить любые вами любимые приправы или зелень.
5. Подождать пока остынет и можно кушать. Приятного аппетита."
Азиатский куриный суп с лапшой,/recepty/supy/kurinij-sup-s-lapshoj-23507,"['Вода', 'Кунжутное масло', 'Филе куриной грудки', 'Морковь', 'Чеснок', 'Белокочанная капуста', 'Тертый имбирь', 'Лапша рамен', 'Соевый соус']","1. В кастрюле доведите воду до кипения.
2. Тем временем, разогрейте масло в сковороде и обжарьте курицу, порезанную на кусочки, до золотистого цвета.
3. Когда вода закипит, добавьте курицу, натертую на терке морковь, нашинкованную капусту, измельченный чеснок и имбирь (можно не добавлять). Варите 2 минуты, затем добавьте лапшу. Варите еще 3 минуты до готовности лапши. Добавьте соевый соус по вкусу."
Фрикадельки по-шведски,/recepty/osnovnye-blyuda/frikadelki-po-shvedski-26974,"['Свиной фарш', 'Репчатый лук', 'Куриное яйцо', 'Хлебные крошки', 'Укроп', 'Оливковое масло', 'Сливочное масло', 'Пшеничная мука', 'Мясной бульон']","1. В миске смешать фарш с яйцом, тертым луком, хлебными крошками, укропом, солью и перцем. Сформировать небольшие шарики размером с грецкий орех, 20 штук.
2. В большой сковороде разогреть оливковое масло и обжарить фрикадельки. Если сковородка маловата, то обжаривать следует в два приема. Переложить фрикадельки на блюдо.
3. Добавить в сковороду масло, затем муку и смешать. Готовить 2 минуты, затем влить бульон, помешивая венчиком. Как только соус начнет загустевать, добавить к нему обжаренные фрикадельки. Прогреть все вместе и подавать."
Суп из фасоли с курицей,/recepty/supy/sup-iz-fasoli-s-kuricej-39026,"['Картофель', 'Красная фасоль', 'Лук', 'Морковь', 'Томатная паста', 'Рубленая кинза (кориандр)', 'Куриная грудка', 'Орегано', 'Чабрец', 'Соль', 'Молотый черный перец']","1. Замочить фасоль на 1–1,5 часа в холодной воде (можно заранее замочить на всю ночь).
2. Высыпать фасоль в кастрюлю и поставить вариться на средний огонь еще примерно на час.
3. Когда фасоль станет мягкой, в кастрюлю добавить картофель.
4. Обжарить лук, натертую морковь и маленькие кусочки куриного филе на сковороде.
5. Выложить все в кастрюлю, уменьшить огонь.
6. Добавить приправы, соль, перец по вкусу.
7. Перед подачей посыпать кинзой."
Суп из козлобородника с чесноком,/recepty/supy/sup-iz-kozloborodnika-s-chesnokom-36993,"['Лук-шалот', 'Козлобородник', 'Картофель', 'Морковь', 'Чеснок', 'Красная чечевица', 'Лимон', 'Оливковое масло extra virgin', 'Куриный бульон', 'Оливковое масло', 'Лавровый лист', 'Тимьян', 'Соль', 'Молотый черный перец']","1. Соскрести кожуру с козлобородника, стараясь не срезать с ней слишком много. Очищенные корнеплоды нарезать ломтиками толщиной примерно по 2 см и оставить в воде, смешанной с соком лимона.
2. Срезать с головки чеснока верх, частично обнажив зубчики. Их нужно сбрызнуть оливковым маслом extra virgin, а затем отправить чеснок в духовку и запекать около двадцати минут при температуре 180 градусов. Дать чесноку остыть, очистить зубчики.
3. Луковицы шалота нарубить достаточно мелко, разогреть рафинированное оливковое масло в суповой кастрюле, обжарить лук до полупрозрачности, после чего добавить нарезанные небольшими кубиками морковь и картофель.
4. Обжаривать овощи в течение пары минут, влить бульон, отправить в кастрюлю лавровые листья, тимьян, чеснок, чечевицу и козлобородник.
5. Довести суп до кипения и варить минут двадцать, чтобы ломтики козлобородника размягчились. Вынуть из кастрюли веточки тимьяна и лавр, суп отправить в блендер и превратить в пюре.
6. Приправить его солью и перцем, подавать с листочками тимьяна, сбрызнув суп оливковым маслом или добавив немного сливок."
Свекольник с перепелиными яйцам,/recepty/supy/svekolnik-s-perepelinimi-jajcam-22987,"['Свекла', 'Хрен', 'Минеральная вода', 'Морская соль', 'Оливковое масло', 'Тростниковый сахар', 'Белый винный уксус', 'Свежемолотый черный перец', 'Картофель', 'Редис', 'Огурцы', 'Зеленый лук', 'Перепелиное яйцо', 'Укроп', 'Сметана 10%-ная', 'Свекольная ботва']","1. Свеклу и картофель поперчить, смазать оливковым маслом и завернуть в фольгу.
2. Солить не нужно — соль замедляет процесс приготовления.
3. Положить в духовку, разогретую до 180 С.
4. Когда овощи можно будет проткнуть деревянной шпажкой (картофель — примерно через 40 минут, свеклу — примерно через 2 часа), овощи вынуть и дать им остыть.
5. Теперь почистите свеклу, натрите ее на терке или мандолине соломкой и залейте минеральной водой. Двадцати минут хватит, чтобы получился настой.
6. В это время одинаковой соломкой нарежьте или натрите картофель, огурцы и редиску.
7. Нарубите зеленый лук и укроп.
8. Нарезать свекольную ботву соломкой удалив сердцевину листа.
9. Сварите яйца, добавив соль в воду — так скорлупа не потрескается. Обдайте яйца холодной водой, почистите и разрежьте на половинки.
10. Теперь сделайте концентрат — свекольный настой перелейте через дуршлаг в отдельную посуду, оставив свеклу. Это нужно для того, чтобы не нарушить фактуру — представьте, если смешать вместе, то все превратится в кашу.
11. Туда добавьте хрен, морскую соль, тростниковый сахар, свежемолотый черный перец и винный уксус. Обязательно пробуйте, чтобы достичь баланса сладости, кислоты и остроты, которая нравится. Всегда можно добавить того, чего не хватает.
12. В конце в каждую тарелку кладите все овощи и зелень, мясо, если хотите, потом заливайте свекольным концентратом, украшайте половинками перепелиных яиц и сметаной. Все — свежий летний суп готов!"
