Name,Link,Type,Kitchen,Recipe,Ingredient_num,Portion_num,Time,Likes,Dislikes,Bookmarks
Спагетти с фаршем,/recepty/pasta-picca/spagetti-s-farshem-47052,Паста и пицца,Европейская кухня,,9,4,25 минут,18,4,156
Карибский фасолевый суп,/recepty/supy/karibskij-fasolevij-sup-30047,Супы,Карибская кухня,,16,6,4 часа,5,1,154
Вегетарианский плов по-болгарски,/recepty/osnovnye-blyuda/vegetarianskij-plov-po-bolgarski-51259,Основные блюда,Болгарская кухня,Веганская еда,7,4,45 минут,7,0,154
Азу из индейки с болгарским перцем в белом вине,/recepty/osnovnye-blyuda/azu-iz-indejki-s-bolgarskim-percem-v-belom-vine-53580,Основные блюда,Американская кухня,,9,4,45 минут,6,0,154
Варенье из фейхоа,/recepty/vypechka-deserty/varene-iz-fejhoa-22553,Выпечка и десерты,Грузинская кухня,,2,4,20 минут,6,0,153
Спагетти карбонара с панчеттой и белым вином,/recepty/pasta-picca/spagetti-karbonara-s-panchettoj-i-belim-vinom-20039,Паста и пицца,Итальянская кухня,,10,6,20 минут,10,0,153
Гребешки в сливочном соусе с грибами и рисом,/recepty/osnovnye-blyuda/grebeshki-v-slivochnom-souse-s-gribami-risom-20917,Основные блюда,Средиземноморская кухня,,9,4,30 минут,8,0,153
Рисовая лапша с куриным филе и кабачками в арахисовом соусе,/recepty/osnovnye-blyuda/risovaja-lapsha-s-kurinim-file-kabachkami-v-arahisovom-souse-24466,Основные блюда,Тайская кухня,,4,4,40 минут,6,0,152
Теплый салат с куриной печенью и шампиньонами,/recepty/salaty/teplij-salat-s-kurinoj-pechenju-i-shampinonami-49863,Салаты,Европейская кухня,,11,2,20 минут,8,0,150
Томатная солянка с мясными колбасками,/recepty/osnovnye-blyuda/tomatnaya-solyanka-s-myasnymi-kolbaskami-152922,Основные блюда,Авторская кухня,Пошаговые рецепты,9,2,22 минуты,1,0,5
Итальянский салат с уткой,/recepty/salaty/italyanskiy-salat-s-utkoy-173414,Салаты,Итальянская кухня,Пошаговые рецепты,10,2,20 минут,1,0,5
Салат из утки с заправкой из черешни,/recepty/salaty/salat-iz-utki-s-zapravkoy-iz-chereshni-173853,Салаты,Авторская кухня,Пошаговые рецепты,12,1,12 минут,2,0,5
Чесночная бутербродная намазка,/recepty/sousy-marinady/chesnochnaya-buterbrodnaya-namazka-152570,Соусы и маринады,Европейская кухня,Пошаговые рецепты,7,6,10 минут,2,0,5
Чечевичный суп с сушеными помидорами,/recepty/supy/chechevichnij-sup-s-sushenimi-pomidorami-15372,Супы,Европейская кухня,,7,4,30 минут,6,0,149
"Салат с рукколой, помидорами и сухарями",/recepty/salaty/salat-s-rukkoloj-pomidorami-i-suharjami-49905,Салаты,Европейская кухня,Вегетарианская еда,9,2,20 минут,6,0,149
Суп с лисичками,/recepty/supy/sup-s-lisichkami-39520,Супы,Европейская кухня,,9,3,25 минут,9,4,149
Пряные овощи с ароматным рисом,/recepty/osnovnye-blyuda/prjanie-ovoshhi-s-aromatnim-risom-41301,Основные блюда,,,12,2,25 минут,9,0,148
Чай Earl Grey со сливками,/recepty/napitki/chaj-earl-grey-so-slivkami-17571,Напитки,,,6,6,30 минут,4,0,147
Лингвини с песто из рукколы и пекана,/recepty/pasta-picca/lingvini-s-pesto-iz-rukkoli-pekana-20264,Паста и пицца,Итальянская кухня,,8,6,45 минут,11,0,146
Салат из спаржи с инжиром и грибами под соусом из масла грецкого ореха,/recepty/salaty/salat-iz-sparzhi-s-inzhirom-gribami-pod-sousom-iz-masla-greckogo-oreha-21972,Салаты,Французская кухня,,18,6,45 минут,7,0,145
"Картофельный салат с брокколи, томатами и сыром фета",/recepty/salaty/kartofelnyy-salat-s-brokkoli-tomatami-i-syrom-feta-57415,Салаты,Европейская кухня,Вегетарианская еда,11,4,35 минут,9,1,145
"Тальятелле с утиным рагу, томатами и розмарином",/recepty/pasta-picca/taljatelle-s-utinim-ragu-tomatami-rozmarinom-20321,Паста и пицца,Итальянская кухня,,11,4,1 час  45 минут,10,1,145
Карри-лакса,/recepty/osnovnye-blyuda/karri-laksa-38760,Основные блюда,Малайзийская кухня,,16,2,1 час,7,0,144
Салат «Цезарь» классический с анчоусами,/recepty/salaty/salat-cezar-klassicheskij-s-anchousami-17758,Салаты,Американская кухня,,10,4,30 минут,3,4,144
Солянка с креветками,/recepty/supy/soljanka-s-krevetkami-17732,Супы,Русская кухня,,13,4,30 минут,2,0,144
Манная каша с соте из бананов и кремом из маскарпоне,/recepty/zavtraki/mannaja-kasha-s-sote-iz-bananov-i-kremom-iz-maskarpone-32485,Завтраки,Европейская кухня,,13,2,20 минут,5,0,143
Феттучини с морепродуктами,/recepty/osnovnye-blyuda/fettuchini-s-moreproduktami-35496,Основные блюда,Итальянская кухня,,10,2,1 час  15 минут,6,0,143
Сладкий плов с сухофруктами и орехами,/recepty/osnovnye-blyuda/sladkij-plov-s-suhofruktami-orehami-30951,Основные блюда,Европейская кухня,,11,5,1 час  10 минут,7,2,143
"Суп из белой фасоли, чоризо и кориандра",/recepty/supy/sup-iz-beloj-fasoli-chorizo-koriandra-23729,Супы,,,16,6,1 час  20 минут,10,1,142
Острый суп с красной фасолью,/recepty/supy/ostrij-sup-s-krasnoj-fasolju-50690,Супы,Европейская кухня,,13,4,40 минут,5,1,142
Пасхальный свекольный суп со сливочным хреном,/recepty/supy/pashalnij-svekolnij-sup-so-slivochnim-hrenom-22171,Супы,Еврейская кухня,,12,8,1 час  20 минут,6,0,141
Крюшон с шампанским и черной смородиной,/recepty/napitki/krjushon-s-shampanskim-chernoj-smorodinoj-20483,Напитки,Французская кухня,,8,10,1 час,11,0,140
"Панна-котта с пахтой, клубникой и черным перцем",/recepty/vypechka-deserty/panna-kotta-s-pahtoj-klubnikoj-chernim-percem-20770,Выпечка и десерты,Итальянская кухня,,7,2,2 часа  10 минут,10,1,139
Апельсиновый джем с лимонным соком,/recepty/vypechka-deserty/apelsinovij-dzhem-s-limonnim-sokom-35059,Выпечка и десерты,Итальянская кухня,,5,6,1 час,5,1,138
Равиоли «Pasta Fresca» с белыми грибами и рикоттой,/recepty/pasta-picca/ravioli-pasta-fresca-s-belimi-gribami-rikottoj-26356,Паста и пицца,Итальянская кухня,,10,2,30 минут,2,1,137
Рисовая лапша с грибами,/recepty/osnovnye-blyuda/risovaja-lapsha-s-gribami-17315,Основные блюда,Китайская кухня,,14,4,30 минут,7,0,136
Соте из анчоусов с брокколи,/recepty/osnovnye-blyuda/sote-iz-anchousov-s-brokkoli-19194,Основные блюда,Средиземноморская кухня,,8,6,25 минут,12,1,136
"Ризотто с индейкой, грибами и шалфеем",/recepty/rizotto/rizotto-s-indejkoj-gribami-i-shalfeem-35912,Ризотто,Итальянская кухня,,14,4,1 час,5,2,134
"Спагетти с оливковым маслом, чесноком и красным перцем",/recepty/pasta-picca/spagetti-s-olivkovim-maslom-chesnokom-krasnim-percem-15463,Паста и пицца,Итальянская кухня,,5,4,30 минут,12,2,132
Острый гарнир из фасоли и риса,/recepty/osnovnye-blyuda/ostrij-garnir-iz-fasoli-i-risa-41467,Основные блюда,Европейская кухня,,9,5,50 минут,6,0,132
Фрикко (яблочно-сырная фриттата),/recepty/zavtraki/frikko-jablochno-sirnaja-frittata-16552,Завтраки,Итальянская кухня,,5,4,20 минут,4,1,132
Биточки рисовые,/recepty/zavtraki/bitochki-risovye-15124,Завтраки,Французская кухня,,6,4,30 минут,4,1,132
Суп из маша с мясными шариками,/recepty/supy/sup-iz-masha-s-myasnymi-sharikami-58247,Супы,Индийская кухня,,10,4,50 минут,10,0,131
Салат из перцев и персиков по рецепту Айзека Корреа,/recepty/salaty/salat-iz-percev-i-persikov-po-receptu-ayzeka-korrea-21343,Салаты,Американская кухня,,11,4,20 минут,9,2,131
Гороховый суп с беконом,/recepty/supy/gorohovij-sup-s-bekonom-43261,Супы,Американская кухня,,9,6,1 час  10 минут,5,3,131
Макароны по-флотски с тушенкой,/recepty/osnovnye-blyuda/makaroni-po-flotski-s-tushenkoj-46365,Основные блюда,Европейская кухня,,4,2,35 минут,7,3,131
Гречневая лапша с грибами и королевскими креветками,/recepty/osnovnye-blyuda/grechnevaja-lapsha-s-gribami-i-korolevskimi-krevetkami-35025,Основные блюда,Японская кухня,,13,2,20 минут,5,0,129
Четыре риса с мидиями и соусом из шпината,/recepty/osnovnye-blyuda/chetire-risa-s-midijami-sousom-iz-shpinata-31815,Основные блюда,Китайская кухня,,9,4,35 минут,7,2,129
Классический соус «Болоньезе»,/recepty/pasta-picca/klassicheskij-sous-boloneze-48612,Паста и пицца,Европейская кухня,,11,4,1 час  20 минут,6,3,128
Грибной соус к спагетти,/recepty/sousy-marinady/gribnoj-sous-k-spagetti-27156,Соусы и маринады,Итальянская кухня,,6,4,20 минут,13,1,284
Кальцоне с соусом маринара,/recepty/pasta-picca/kalcone-s-sousom-marinara-44693,Паста и пицца,Итальянская кухня,,14,8,2 часа,3,0,127
Мойва в сметане,/recepty/osnovnye-blyuda/mojva-v-smetane-25667,Основные блюда,Европейская кухня,,4,4,40 минут,8,2,127
Картофельные латкес с йогуртом и красной икрой,/recepty/zakuski/kartofelnie-latkes-s-jogurtom-i-krasnoj-ikroj-25149,Закуски,Еврейская кухня,,11,4,20 минут,6,2,127
Борщ на говяжьем бульоне,/recepty/supy/borsch-na-govjazhem-bulone-17289,Супы,Украинская кухня,,13,4,1 час,6,1,127
Рисовая каша с томатом и сыром,/recepty/osnovnye-blyuda/risovaja-kasha-s-tomatom-sirom-15100,Основные блюда,,,4,4,30 минут,7,1,126
Вареники с вишней,/recepty/vypechka-deserty/vareniki-s-vishney-175095,Выпечка и десерты,Русская кухня,,9,4,1 час,1,0,1
Азербайджанский плов с бараниной и каштанами,/recepty/osnovnye-blyuda/azerbajdzhanskij-plov-s-baraninoj-i-kashtanami-50307,Основные блюда,Азербайджанская кухня,,9,8,1 час  20 минут,12,4,125
Сливочный суп с мидиями,/recepty/supy/slivochnyy-sup-s-midiyami-173576,Супы,Авторская кухня,Пошаговые рецепты,13,4,15 минут,1,0,4
Курица в ореховом соусе,/recepty/osnovnye-blyuda/kurica-v-orehovom-souse-187981,Основные блюда,Грузинская кухня,Пошаговые рецепты,11,4,1 час,1,0,4
Крабовый салат без риса,/recepty/osnovnye-blyuda/krabovyy-salat-bez-risa-187522,Основные блюда,Русская кухня,Пошаговые рецепты,7,1,30 минут,2,0,4
Солянка из капусты и баклажана,/recepty/osnovnye-blyuda/solyanka-iz-kapusty-i-baklajana-152925,Основные блюда,Авторская кухня,Пошаговые рецепты,11,2,25 минут,1,0,4
Спагетти ширатаки с грибами,/recepty/pasta-picca/spagetti-shirataki-s-gribami-174161,Паста и пицца,Авторская кухня,Пошаговые рецепты,8,1,20 минут,2,0,4
Гречневая лапша со стручковой фасолью и свининой,/recepty/osnovnye-blyuda/grechnevaya-lapsha-so-struchkovoy-fasolyu-i-svininoy-175647,Основные блюда,Европейская кухня,Пошаговые рецепты,9,2,20 минут,1,0,4
Яично-томатная каша,/recepty/zavtraki/yaichnotomatnaya-kasha-152597,Завтраки,Авторская кухня,Пошаговые рецепты,9,1,12 минут,1,0,4
Сливочно-сырный соус для нагетсов,/recepty/sousy-marinady/slivochno-syrnyy-sous-dlya-nagetsov-173369,Соусы и маринады,Авторская кухня,Пошаговые рецепты,9,1,10 минут,1,0,4
Малиновая панна-котта,/recepty/vypechka-deserty/malinovaya-panna-kotta-173629,Выпечка и десерты,Итальянская кухня,Пошаговые рецепты,6,2,5 часов,1,0,4
"Салат с креветками, тыквенными семечками и фисташками",/recepty/salaty/salat-s-krevetkami-tykvennymi-semechkami-i-fistashkami-175343,Салаты,Итальянская кухня,Пошаговые рецепты,11,3,1 час,1,0,4
Куриные стрипсы в сырном кляре,/recepty/osnovnye-blyuda/kurinye-stripsy-v-syrnom-klyare-174556,Основные блюда,Европейская кухня,Пошаговые рецепты,7,4,1 час,1,0,4
Фрикадельки в томатно-чесночном соусе,/recepty/osnovnye-blyuda/frikadelki-v-tomatno-chesnochnom-souse-79881,Основные блюда,Итальянская кухня,,13,6,1 час  30 минут,3,0,123
Жареные гребешки,/recepty/osnovnye-blyuda/zharenie-grebeshki-15638,Основные блюда,Русская кухня,,4,2,30 минут,4,0,123
"Феттучини с крабом, зеленым луком, горошком и чили",/recepty/pasta-picca/fettuchini-s-krabom-zelenim-lukom-goroshkom-chili-20219,Паста и пицца,Итальянская кухня,,10,8,15 минут,9,1,123
Суп из крабов и сладкой кукурузы по-китайски,/recepty/supy/sup-iz-krabov-sladkoj-kukuruzi-po-kitajski-18009,Супы,Китайская кухня,,9,2,30 минут,3,0,122
"Кальмары, тушеные с перцем и кунжутом",/recepty/osnovnye-blyuda/kalmari-tushenie-s-percem-i-kunzhutom-43933,Основные блюда,Европейская кухня,,7,4,1 час,5,1,122
Ленивая паэлья,/recepty/osnovnye-blyuda/lenivaja-pajelja-15986,Основные блюда,Итальянская кухня,,16,8,1 час,5,1,122
Mac and cheese  (Макароны в сливочном соусе),/recepty/pasta-picca/mac-and-cheese-makaroni-v-slivochnom-souse-49251,Паста и пицца,Европейская кухня,,11,4,40 минут,4,0,120
Гречневый суп с грибами и картофельными клёцками,/recepty/supy/grechnevij-sup-s-gribami-i-kartofelnimi-kljockami-49585,Супы,Русская кухня,,12,4,40 минут,8,1,120
Овощной суп с листовой капустой и белой фасолью,/recepty/supy/ovoschnoj-sup-s-listovoj-kapustoj-beloj-fasolju-27342,Супы,Веганская еда,,11,4,30 минут,3,0,120
Тальятелле с песто из трав с грибами,/recepty/pasta-picca/taljatelle-s-pesto-iz-trav-s-gribami-18048,Паста и пицца,Итальянская кухня,Веганская еда,10,2,30 минут,11,1,265
Куриный суп-лапша,/recepty/osnovnye-blyuda/kurinij-sup-lapsha-25054,Основные блюда,,,9,4,45 минут,5,2,119
Ризотто с рукколой,/recepty/rizotto/rizotto-s-rukkoloj-21927,Ризотто,Итальянская кухня,,10,4,45 минут,6,3,119
"Паста с чесночно-миндальным соусом, мятой, базиликом и горошком",/recepty/pasta-picca/pasta-s-chesnochno-mindalnim-sousom-mjatoj-bazilikom-goroshkom-20217,Паста и пицца,Итальянская кухня,,11,6,20 минут,8,0,119
Салат «Цезарь» с сырным соусом,/recepty/salaty/salat-cezar-s-sirnim-sousom-33798,Салаты,Европейская кухня,,8,4,30 минут,3,0,119
Телятина под кремом из тунца,/recepty/zakuski/teljatina-pod-kremom-iz-tunca-16040,Закуски,Немецкая кухня,,9,6,20 минут,4,1,119
Тефтели с подливой,/recepty/osnovnye-blyuda/tefteli-s-podlivoj-45735,Основные блюда,Европейская кухня,,8,4,1 час,2,2,118
Картофельные ньокки (клецки) с помидорами черри и копченой курицей,/recepty/osnovnye-blyuda/kartofelnie-nokki-klecki-s-pomidorami-cherri-i-kopchenoj-kuricej-37893,Основные блюда,Итальянская кухня,,13,4,40 минут,4,0,118
Оливье с маринованными грибами,/recepty/salaty/olive-s-marinovannimi-gribami-26145,Салаты,Европейская кухня,,8,4,15 минут,13,0,118
Грибной паштет с домашним сыром и эстрагоном,/recepty/osnovnye-blyuda/gribnoj-pashtet-s-domashnim-sirom-i-jestragonom-14396,Основные блюда,Европейская кухня,,6,4,15 минут,4,0,118
Курица под сырно-грибным соусом,/recepty/osnovnye-blyuda/kurica-pod-sirno-gribnim-sousom-50265,Основные блюда,Европейская кухня,,7,4,40 минут,4,2,118
Паста орекьетте алла Романо,/recepty/pasta-picca/pasta-orekette-alla-romano-35483,Паста и пицца,Итальянская кухня,,18,2,50 минут,8,2,117
"Каша из кускуса с лисичками, тыквой и кедровыми орешками",/recepty/rizotto/kasha-iz-kuskusa-s-lisichkami-tikvoj-i-kedrovimi-oreshkami-38922,Ризотто,Европейская кухня,,7,2,45 минут,3,0,116
Густой гороховый суп с куриными желудочками,/recepty/supy/gustoj-gorohovij-sup-s-kurinimi-zheludochkami-47501,Супы,Европейская кухня,,16,8,1 час  30 минут,7,2,116
Андалузский салат с китайской капустой,/recepty/salaty/andaluzskij-salat-s-kitajskoj-kapustoj-16440,Салаты,Испанская кухня,,7,4,30 минут,7,0,116
Гренки с чесноком и укропом,/recepty/zakuski/grenki-s-chesnokom-i-ukropom-37235,Закуски,Русская кухня,,6,1,1 час  30 минут,4,1,116
Грузинский салат из отварной свеклы с грецкими орехами и специями (Пхали из свеклы),/recepty/salaty/gruzinskij-salat-iz-otvarnoj-svekli-s-greckimi-orehami-i-specijami-phali-iz-svekli-42150,Салаты,Грузинская кухня,,11,8,2 часа,5,0,116
Томатный суп с базиликом и орегано,/recepty/supy/tomatnij-sup-s-bazilikom-i-oregano-43591,Супы,Европейская кухня,,11,2,1 час  10 минут,6,0,115
Плов из ячменя с грибами,/recepty/osnovnye-blyuda/plov-iz-jachmenja-s-gribami-20110,Основные блюда,Чешская кухня,,6,6,55 минут,6,0,114
Макароны с фаршем и томатным соком,/recepty/pasta-picca/makaroni-s-farshem-30461,Паста и пицца,Итальянская кухня,,9,4,1 час,5,0,114
Равиоли с копченым лососем в сливочном соусе,/recepty/pasta-picca/ravioli-s-kopchenim-lososem-v-slivochnom-souse-18545,Паста и пицца,Итальянская кухня,,10,4,30 минут,4,1,113
Свинина в гранатовом соусе наршараб,/recepty/osnovnye-blyuda/svinina-v-granatovom-souse-narsharab-69025,Основные блюда,Европейская кухня,,6,4,35 минут,9,1,113
Крок-мадам с индейкой,/recepty/zavtraki/krok-madam-s-indeykoy-93031,Завтраки,Французская кухня,,6,1,15 минут,5,0,113
Борщ традиционный,/recepty/supy/borshh-tradicionnij-47514,Супы,Русская кухня,,12,8,1 час  30 минут,6,1,113
Курица в рисовой шубе,/recepty/osnovnye-blyuda/kurica-v-risovoj-shube-44850,Основные блюда,Американская кухня,,10,4,1 час,17,0,113
Солянка сборная из субпродуктов,/recepty/supy/soljanka-sbornaja-iz-subproduktov-17868,Супы,Русская кухня,,17,4,30 минут,4,2,113
Артишоки в пряном винегрете,/recepty/zakuski/artishoki-v-prjanom-vinegrete-19789,Закуски,Веганская еда,,9,4,35 минут,7,0,112
Гуляш в кубинском стиле,/recepty/osnovnye-blyuda/guljash-v-kubinskom-stile-16377,Основные блюда,Кубинская кухня,,14,6,50 минут,5,0,112
Пенне со спаржей в лимонно-сливочном соусе,/recepty/pasta-picca/penne-so-sparzhej-v-limonno-slivochnom-souse-27626,Паста и пицца,Итальянская кухня,Низкокалорийная еда,9,4,50 минут,1,0,111
Рагу из индейки с зеленой фасолью и розмарином,/recepty/osnovnye-blyuda/ragu-iz-indejki-s-zelenoj-fasolju-i-rozmarinom-49334,Основные блюда,Европейская кухня,,9,6,1 час  10 минут,3,2,110
Паста с томатами и перцами (Bombolotti con peperoni e pomodori),/recepty/pasta-picca/pasta-s-tomatami-i-percami-bombolotti-con-peperoni-e-pomodori-33195,Паста и пицца,Итальянская кухня,,12,4,45 минут,9,1,110
Тыквенная каша с рисом и орехами,/recepty/zavtraki/tikvennaja-kasha-s-risom-i-orehami-40923,Завтраки,Европейская кухня,,8,2,45 минут,5,0,109
Домашняя вареная колбаса,/recepty/osnovnye-blyuda/domashnjaja-varenaja-kolbasa-44991,Основные блюда,,,6,4,1 час,4,0,109
Суп из помидоров с фрикадельками,/recepty/supy/sup-iz-pomidorov-s-frikadelkami-50711,Супы,Европейская кухня,,11,4,1 час  15 минут,3,2,109
Свиные ребра в китайском соусе барбекю,/recepty/zakuski/svinie-rebra-v-kitajskom-souse-barbekju-37603,Закуски,Китайская кухня,,13,6,40 минут,3,2,108
Варенье из кабачков и апельсинов,/recepty/vypechka-deserty/varene-iz-kabachkov-i-apelsinov-32501,Выпечка и десерты,Русская кухня,,3,8,3 часа  30 минут,1,1,108
Соте из зеленой фасоли,/recepty/osnovnye-blyuda/sote-iz-zelenoj-fasoli-16975,Основные блюда,Авторская кухня,Вегетарианская еда,5,6,30 минут,2,0,108
Солянка донская,/recepty/supy/soljanka-donskaja-17865,Супы,Русская кухня,,17,4,30 минут,7,1,108
"Полента с тунцом, яйцом пашот и соусом песто",/recepty/zavtraki/polenta-s-tuncom-jajcom-pashot-i-sousom-pesto-34691,Завтраки,Итальянская кухня,,10,6,30 минут,2,1,107
Голубцы из свекольных листьев,/recepty/osnovnye-blyuda/golubci-iz-svekolnih-listev-52211,Основные блюда,Русская кухня,,10,4,1 час  30 минут,7,0,106
Зеленый рис,/recepty/zakuski/zelenij-ris-30052,Закуски,Мексиканская кухня,,9,4,25 минут,10,0,106
Рис с кабачками,/recepty/osnovnye-blyuda/ris-s-kabachkami-44627,Основные блюда,Турецкая кухня,,4,2,30 минут,7,0,105
Мягкая шоколадно-апельсиновая карамель,/recepty/vypechka-deserty/mjagkaja-shokoladno-apelsinovaja-karamel-29228,Выпечка и десерты,Авторская кухня,,6,4,45 минут,2,0,105
Куриная печень в красном вине,/recepty/osnovnye-blyuda/kurinaja-pechen-v-krasnom-vine-45318,Основные блюда,Русская кухня,,9,4,1 час,4,0,105
Овощной плов с шампиньонами,/recepty/osnovnye-blyuda/ovoschnoy-plov-s-shampinonami-51753,Основные блюда,Узбекская кухня,Веганская еда,9,10,1 час,1,0,104
Ленивые творожные вареники,/recepty/osnovnye-blyuda/lenivie-tvorozhnie-vareniki-32094,Основные блюда,Европейская кухня,,3,2,15 минут,5,2,104
Сладкий пивной суп,/recepty/supy/sladkij-pivnoj-sup-22646,Супы,Украинская кухня,,8,4,30 минут,2,1,104
Лисички со сливками,/recepty/zakuski/lisichki-so-slivkami-40154,Закуски,Русская кухня,,10,1,1 час  5 минут,6,0,104
Суп с сосисками и макаронами,/recepty/supy/sup-s-sosiskami-i-makaronami-40118,Супы,Европейская кухня,,11,4,1 час  20 минут,6,1,103
Голубцы с телятиной,/recepty/osnovnye-blyuda/golubci-s-teljatinoj-32442,Основные блюда,Русская кухня,,10,4,1 час,5,4,103
"Быстрый суп из свежих шампиньонов, картофеля и моркови",/recepty/supy/bystryy-sup-iz-svezhih-shampinonov-kartofelya-i-morkovi-56895,Супы,Европейская кухня,Веганская еда,10,4,35 минут,15,6,102
Мексиканский суп чили,/recepty/supy/meksikanskij-sup-chili-42917,Супы,Мексиканская кухня,,20,8,1 час  50 минут,4,0,102
Летний борщ с цветной капустой,/recepty/supy/letnij-borsch-s-cvetnoj-kapustoj-29042,Супы,Украинская кухня,Низкокалорийная еда,12,4,40 минут,5,1,102
Банановое варенье,/recepty/vypechka-deserty/bananovoe-varene-44151,Выпечка и десерты,Американская кухня,,5,4,20 минут,5,1,102
Французский луковый суп с белым сухим вином,/recepty/supy/francuzskij-lukovij-sup-s-belim-suhim-vinom-47153,Супы,Французская кухня,,8,6,50 минут,3,0,102
Рис с фаршем и итальянскими травами,/recepty/osnovnye-blyuda/ris-s-farshem-i-italjanskimi-travami-40238,Основные блюда,Европейская кухня,,6,10,30 минут,1,1,102
Толма летняя (Фаршированные овощи),/recepty/osnovnye-blyuda/tolma-letnjaja-farshirovannie-ovoshhi-37637,Основные блюда,Средиземноморская кухня,,14,6,2 часа,11,1,102
Салат «Цезарь» с креветками и вустерширским соусом,/recepty/salaty/salat-cezar-s-krevetkami-vustershirskim-sousom-28420,Салаты,Американская кухня,,14,6,35 минут,3,0,102
Картофельные хлопунцы с мясом,/recepty/osnovnye-blyuda/kartofelnye-hlopuncy-s-myasom-38206,Основные блюда,Белорусская кухня,,6,4,1 час  10 минут,7,3,100
Спагетти с соусом из болгарского перца,/recepty/pasta-picca/spagetti-s-sousom-iz-bolgarskogo-perca-36560,Паста и пицца,Итальянская кухня,,10,4,20 минут,10,2,100
Испанская картофельная тортилья,/recepty/osnovnye-blyuda/ispanskaja-kartofelnaja-tortilja-52970,Основные блюда,Испанская кухня,,6,4,1 час  15 минут,4,0,100
Тальятелле с кремом из грибов и шафрана,/recepty/pasta-picca/taljatelle-s-kremom-iz-gribov-shafrana-19812,Паста и пицца,Итальянская кухня,,13,4,1 час,6,0,100
Лингвини с помидорами и базиликом,/recepty/salaty/lingvini-s-pomidorami-bazilikom-15146,Салаты,Итальянская кухня,,9,4,30 минут,2,0,100
Крабовый салат с кукурузой,/recepty/salaty/krabovyy-salat-s-kukuruzoy-175219,Салаты,Русская кухня,Пошаговые рецепты,10,1,15 минут,1,0,3
Соте из баклажана и сосисок,/recepty/osnovnye-blyuda/sote-iz-baklazhana-i-sosisok-175202,Основные блюда,Русская кухня,Пошаговые рецепты,13,2,15 минут,2,0,3
Оладьи яблочно-морковные,/recepty/vypechka-deserty/oladi-yablochno-morkovnye-187490,Выпечка и десерты,Русская кухня,Пошаговые рецепты,9,4,30 минут,2,0,3
Темный куриный суп,/recepty/supy/temnyy-kurinyy-sup-187363,Супы,Французская кухня,Пошаговые рецепты,14,6,50 минут,1,0,3
Индейка тушенная со сливами,/recepty/osnovnye-blyuda/indeyka-tushenaya-so-slivami-187263,Основные блюда,Европейская кухня,Пошаговые рецепты,6,6,45 минут,2,0,3
Фрикадельки с льняной мукой,/recepty/osnovnye-blyuda/frikadelki-s-lnyanoy-mukoy-140427,Основные блюда,Авторская кухня,Пошаговые рецепты,8,3,40 минут,2,0,3
Утиная грудка по-французски,/recepty/osnovnye-blyuda/utinaya-grudka-po-francuzski-187821,Основные блюда,Французская кухня,Пошаговые рецепты,7,1,25 минут,1,0,3
Фунчоза с курицей и овощами,/recepty/osnovnye-blyuda/funchoza-s-kuricey-i-ovoschami-188042,Основные блюда,Паназиатская кухня,Пошаговые рецепты,9,4,50 минут,1,0,3
Салат с консервированной фасолью и индейкой,/recepty/salaty/salat-s-konservirovannoy-fasolyu-i-indeykoy-174111,Салаты,Средиземноморская кухня,Пошаговые рецепты,10,3,30 минут,2,0,3
Салат «Гранатовый браслет»,/recepty/salaty/salat-granatovyy-braslet-187893,Салаты,Русская кухня,Пошаговые рецепты,10,4,1 час,2,0,3
Чахохбили из курицы,/recepty/osnovnye-blyuda/chahohbili-iz-kuricy-187840,Основные блюда,Грузинская кухня,Пошаговые рецепты,10,4,40 минут,1,0,3
Омлет со стручковой фасолью и морковью,/recepty/osnovnye-blyuda/omlet-so-struchkovoy-fasolyu-i-morkovyu-188089,Основные блюда,Европейская кухня,Пошаговые рецепты,7,2,30 минут,1,0,3
Салат «Аристократ»: изысканный новогодний вкус,/recepty/salaty/salat-aristokrat-izyskannyy-novogodniy-vkus-188063,Салаты,Русская кухня,Пошаговые рецепты,6,3,20 минут,1,0,3
Бедро индейки в сливочном соусе,/recepty/osnovnye-blyuda/bedro-indeyki-v-slivochnom-souse-187621,Основные блюда,Европейская кухня,Пошаговые рецепты,10,2,20 минут,1,0,3
Крабовый салат с кукурузой и яйцом,/recepty/salaty/krabovyy-salat-s-kukuruzoy-i-yaycom-187531,Салаты,Русская кухня,Пошаговые рецепты,6,3,40 минут,2,0,3
Шпинатные вареники,/recepty/osnovnye-blyuda/shpinatnye-vareniki-174357,Основные блюда,Украинская кухня,Пошаговые рецепты,7,5,1 час,2,0,3
"Рис, тушенный с осенними овощами",/recepty/osnovnye-blyuda/ris-tushenyy-s-osennimi-ovoschami-174336,Основные блюда,Итальянская кухня,Пошаговые рецепты,10,8,1 час  30 минут,3,0,3
Кутабы с курицей и укропом,/recepty/zakuski/kutaby-s-kuricey-i-ukropom-173774,Закуски,Азербайджанская кухня,Пошаговые рецепты,8,4,50 минут,2,0,3
Зеленый борщ из щавеля,/recepty/supy/zelenyy-borsch-iz-schavelya-173603,Супы,Русская кухня,Пошаговые рецепты,9,8,2 часа  30 минут,2,0,3
Салат из перепелиных яиц и лисичек,/recepty/salaty/salat-iz-perepelinyh-yaic-i-lisichek-152744,Салаты,Авторская кухня,Пошаговые рецепты,8,1,15 минут,1,0,3
